customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID3036,Male,0,No,No,68,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,One year,Yes,Electronic check,67.50466811354448,4490.381578490419,No
ID3037,Female,0,No,No,22,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,39.06205873120874,835.1924015068512,No
ID3038,Male,1,No,No,6,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,54.32781215461769,282.9235907714355,No
ID3039,Male,0,No,No,55,Yes,No,No,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),46.83897076871791,2671.2679064762247,Yes
ID3040,Male,0,Yes,No,61,Yes,No phone service,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,89.17299264209875,5462.65839250498,No
ID3041,Female,0,Yes,No,14,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,54.76484001884549,766.1098758070763,Yes
ID3042,Male,0,No,Yes,52,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Two year,Yes,Mailed check,64.97045081276687,3495.6309826107954,No
ID3043,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.93770310899123,5005.464493487473,No
ID3044,Female,0,Yes,Yes,34,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,No,Mailed check,107.52980120929553,3559.1076463049194,Yes
ID3045,Male,0,Yes,Yes,13,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),83.80869747196391,1002.30426489142,Yes
ID3046,Female,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),66.2632982777434,4581.9173998199,Yes
ID3047,Female,0,No,No,48,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),53.21512536957119,2394.436045549351,No
ID3048,Male,0,Yes,Yes,17,Yes,No,DSL,No,No internet service,No,Yes,Yes,No,One year,Yes,Mailed check,112.3165016559118,1927.0165403126985,Yes
ID3049,Female,0,No,Yes,50,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,109.25971210029046,5504.61550032148,No
ID3050,Female,0,Yes,No,0,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,34.50531690678106,90.90780814233239,Yes
ID3051,Male,0,Yes,Yes,26,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),43.21255820584868,987.2471069301195,Yes
ID3052,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),57.04977715335721,3572.2133106399974,No
ID3053,Female,1,No,No,59,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),63.731038307489854,3651.7821702172682,No
ID3054,Male,0,Yes,Yes,40,Yes,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),72.2207642874321,2858.612376582079,No
ID3055,Male,0,Yes,Yes,20,No,Yes,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,21.864009026742043,484.0575465052254,Yes
ID3056,Male,0,No,No,13,Yes,No phone service,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,24.810768463434833,243.82168917408399,No
ID3057,Female,1,Yes,No,19,No,No,No,Yes,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,64.94539317289573,1244.776362933067,No
ID3058,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),109.81955988435043,1076.150041362383,No
ID3059,Female,0,No,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),92.23997335614713,5851.2853178122205,No
ID3060,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),72.30280120977032,1638.7851336077883,No
ID3061,Female,1,Yes,Yes,36,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No,One year,No,Electronic check,20.848203108458456,816.6562241956113,Yes
ID3062,Female,0,Yes,Yes,23,Yes,No,No,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,24.82801157942329,658.6390489694081,Yes
ID3063,Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,80.99851730645824,1339.9019668567635,Yes
ID3064,Female,0,Yes,No,11,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,37.17275213599944,400.6840671096204,Yes
ID3065,Female,0,No,No,63,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),75.58905565981934,4645.622118352354,No
ID3066,Male,0,Yes,Yes,30,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,One year,No,Credit card (automatic),63.35576684835674,1858.3060258015369,No
ID3067,Male,0,No,Yes,52,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,Two year,No,Mailed check,36.45548032963657,1815.7624629800418,No
ID3068,Female,0,No,No,71,Yes,No,No,No,No internet service,No internet service,No,Yes,No,Two year,No,Mailed check,64.55055883826319,4566.312332708479,No
ID3069,Female,0,Yes,No,43,Yes,Yes,No,No,No internet service,No,Yes,No internet service,No,Two year,Yes,Electronic check,106.67783648854397,4563.517025883046,No
ID3070,Male,0,No,No,29,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,40.46927774222965,1315.0226187242797,No
ID3071,Female,0,Yes,No,34,Yes,No,No,No,No,No internet service,No,No internet service,No,One year,No,Mailed check,113.6893223970512,3719.94492725155,No
ID3072,Male,0,No,No,20,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,40.92355497586579,845.6966522374543,No
ID3073,Male,0,No,Yes,62,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,63.65438546491877,3842.507330517676,No
ID3074,Male,1,No,Yes,16,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),90.29600531146158,1493.9059238848724,No
ID3075,Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),95.4480708534184,1126.6174216381812,No
ID3076,Female,0,No,Yes,17,Yes,No phone service,No,No,No,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,49.02469605639888,935.8082597340688,No
ID3077,Male,1,No,No,59,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),19.64848643900918,1060.9038442749052,Yes
ID3078,Male,0,No,No,66,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,80.58743712260542,5401.199431913828,No
ID3079,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),50.22428596059048,636.6234379002677,No
ID3080,Male,1,Yes,Yes,15,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,70.11866514365377,1094.1734679895865,No
ID3081,Male,0,No,No,21,Yes,No,DSL,No,No,No,No internet service,Yes,No internet service,Two year,No,Mailed check,24.46674085254699,443.7522332974174,No
ID3082,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),57.112430089985075,3548.884299350094,Yes
ID3083,Male,0,No,Yes,30,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,81.11431441995974,2457.6279845229383,No
ID3084,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),26.32207178893717,155.56843420280535,Yes
ID3085,Male,0,Yes,No,5,Yes,Yes,No,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,65.31427130779463,142.6077781248016,Yes
ID3086,Female,1,Yes,No,8,No,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,61.69922053279749,652.8003784607927,Yes
ID3087,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),49.205258289669615,2439.1489424743863,Yes
ID3088,Female,0,No,No,61,Yes,No,No,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),116.56601369235227,7038.010582990541,No
ID3089,Female,0,Yes,No,57,Yes,No,No,Yes,No internet service,No internet service,No,No,Yes,Two year,Yes,Electronic check,115.43066670155713,6494.49885962537,No
ID3090,Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,66.9637719672784,1415.9974584969912,No
ID3091,Female,0,No,No,12,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),36.84346263607899,451.26878929349897,Yes
ID3092,Male,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,64.61383075332083,1963.3424813782465,No
ID3093,Female,0,Yes,Yes,8,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,102.78727987602352,748.8737008930838,Yes
ID3094,Male,0,No,Yes,48,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),52.476573076573935,2505.8864375896264,No
ID3095,Female,0,Yes,Yes,36,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,52.10958693217353,1695.0207221546523,No
ID3096,Female,0,No,No,30,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),98.8942735636136,2956.8880515944447,No
ID3097,Male,0,Yes,Yes,30,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,80.8076991640227,2466.5824189546147,No
ID3098,Female,0,No,No,58,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,58.52980172665788,3365.747025470513,No
ID3099,Male,0,Yes,No,54,No,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,69.86537086222138,3877.416751249621,Yes
ID3100,Male,0,No,No,18,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,Yes,One year,No,Electronic check,77.4558502882584,1331.442097210902,Yes
ID3101,Male,0,Yes,No,62,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,34.11995292483708,2088.3239567405467,Yes
ID3102,Male,0,No,No,1,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,65.71591134030186,0.0,Yes
ID3103,Female,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),70.31288293980367,3195.1884525585197,No
ID3104,Female,0,No,No,42,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),117.53517867863656,4841.649858540482,Yes
ID3105,Male,0,Yes,Yes,0,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Two year,Yes,Electronic check,43.26292308881748,141.66453634450866,Yes
ID3106,Female,0,No,Yes,60,Yes,No,No,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,42.789091380750364,2498.549659734579,No
ID3107,Female,0,No,Yes,2,Yes,No,No,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,94.08557476156726,255.56364102634922,No
ID3108,Male,0,No,No,43,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.51071924549448,2144.0581457868107,No
ID3109,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No,Two year,Yes,Mailed check,23.621693362447687,26.920087515433224,No
ID3110,Male,0,No,No,32,Yes,Yes,No,No internet service,Yes,No,No,No,Yes,Two year,Yes,Mailed check,113.79438304212823,3657.7554957359453,No
ID3111,Male,1,No,No,8,Yes,No phone service,No,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,22.158034897073303,43.574698206187264,No
ID3112,Female,1,Yes,Yes,29,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),109.93507808118144,3417.3490585766035,No
ID3113,Female,0,No,No,17,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,One year,Yes,Mailed check,99.2750280365287,1712.2285260939682,No
ID3114,Female,0,Yes,No,55,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,79.07764893389688,4348.228105874931,Yes
ID3115,Male,0,No,Yes,30,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),106.15782944518745,2942.658242723945,Yes
ID3116,Male,0,Yes,Yes,71,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),37.57760147522147,2693.1296050376477,Yes
ID3117,Female,0,Yes,Yes,62,Yes,No,No,No internet service,Yes,Yes,No,No,No,One year,No,Credit card (automatic),36.74132720874956,2354.5076999034372,Yes
ID3118,Female,0,Yes,Yes,49,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No,One year,No,Mailed check,62.3801003720985,2996.258586812464,No
ID3119,Female,0,No,Yes,0,Yes,No phone service,No,No,No,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,117.65038482179818,0.0,Yes
ID3120,Female,0,No,Yes,18,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,One year,No,Credit card (automatic),18.920576178666323,375.46997298313096,No
ID3121,Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,Yes,No internet service,No,No internet service,No,One year,No,Mailed check,32.20941797907401,2185.0810657362226,No
ID3122,Female,0,No,No,52,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),89.8890073747096,4555.749611456472,No
ID3123,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,One year,Yes,Electronic check,43.83299807911163,333.54766710426304,No
ID3124,Male,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,No,Two year,Yes,Bank transfer (automatic),73.44236994506846,1249.1788317684825,Yes
ID3125,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,No,Electronic check,89.42324742681414,3889.6313259883764,No
ID3126,Female,0,Yes,No,71,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Electronic check,102.05203627664335,7059.668194063098,No
ID3127,Female,1,Yes,Yes,72,Yes,Yes,No,No internet service,Yes,No,No,No,No internet service,Two year,No,Bank transfer (automatic),73.67703717654493,5209.246707590735,No
ID3128,Male,0,No,Yes,54,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,28.091541939045513,1473.317700553692,No
ID3129,Female,0,No,Yes,5,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Mailed check,87.38580498774692,302.20317721275535,No
ID3130,Female,0,No,Yes,69,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,No,Electronic check,68.10611313068704,4734.4288924852035,No
ID3131,Male,0,No,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,87.4102546008455,5744.108962334697,Yes
ID3132,Female,0,No,No,39,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,No,Mailed check,23.717326963656323,976.3966513670251,Yes
ID3133,Male,0,No,Yes,65,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,18.355298722379892,1157.1917238896083,No
ID3134,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,108.70474337256755,844.0460692064914,No
ID3135,Male,0,No,Yes,10,Yes,No,DSL,No internet service,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,74.84247061675009,860.3712281660373,No
ID3136,Female,0,No,No,19,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Mailed check,35.86710523353273,789.4828008021004,No
ID3137,Female,0,No,No,42,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),88.45864818204386,3785.785138559161,No
ID3138,Male,0,Yes,Yes,57,No,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,88.73545048166056,4935.605790969077,Yes
ID3139,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),109.48339211776921,2623.0220932360335,No
ID3140,Female,0,No,Yes,37,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Mailed check,94.69510105677979,3444.528548910028,No
ID3141,Male,0,Yes,Yes,35,Yes,Yes,No,No,No,No,No internet service,No,No internet service,One year,No,Mailed check,101.87100503217033,3753.020378525898,No
ID3142,Male,0,Yes,No,54,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),101.53783901787988,5355.588527680481,Yes
ID3143,Male,0,No,No,5,Yes,Yes,No,No,No,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),47.36735298325426,297.60176114076256,No
ID3144,Male,0,No,Yes,2,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),70.18698989964645,0.0,Yes
ID3145,Female,1,No,Yes,64,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,21.53424978029637,1438.5341958064414,Yes
ID3146,Female,0,Yes,No,63,No,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),22.27608209900836,1322.6460218751624,Yes
ID3147,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,106.12205713764287,6097.405130598113,No
ID3148,Male,0,No,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,One year,No,Mailed check,23.108048464959637,1224.5008586211636,No
ID3149,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),72.89133703170938,1172.715474555241,No
ID3150,Male,1,Yes,Yes,22,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Mailed check,110.86468501897559,2424.1466389433313,No
ID3151,Female,0,Yes,No,28,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),38.54755702762494,1004.8223235997916,Yes
ID3152,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,Yes,Electronic check,62.269289608670526,1261.1224208783235,Yes
ID3153,Male,0,No,No,35,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.76321491298688,2846.7780195571113,No
ID3154,Male,0,No,No,69,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),74.18347219389322,5138.939098801422,Yes
ID3155,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),54.36289655963952,0.0,Yes
ID3156,Female,1,No,No,33,No,No,DSL,No,No,Yes,Yes,Yes,No internet service,One year,No,Electronic check,96.763189293298,3212.519833190161,No
ID3157,Male,0,Yes,No,43,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),58.94313955518128,2361.896716814809,Yes
ID3158,Female,0,Yes,No,43,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Two year,No,Bank transfer (automatic),56.609260230357656,2465.796981488696,No
ID3159,Male,1,Yes,Yes,26,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No,No internet service,One year,No,Mailed check,20.159196876333922,745.2751248787608,Yes
ID3160,Female,0,Yes,No,51,Yes,No phone service,No,No internet service,No,No,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),104.45683280010967,5307.239747613273,No
ID3161,Male,0,Yes,No,41,Yes,Yes,No,No internet service,Yes,No internet service,No,No,No internet service,Two year,No,Electronic check,117.93961251492495,4854.711348264241,No
ID3162,Female,0,Yes,No,24,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,92.32824862404301,2100.6795070080607,Yes
ID3163,Male,0,No,Yes,38,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),115.09868096931572,4350.544429153605,Yes
ID3164,Male,0,No,No,38,Yes,No phone service,No,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),67.55002182124451,2402.4159683188673,No
ID3165,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,One year,Yes,Electronic check,76.16191813246897,949.1396570270435,Yes
ID3166,Female,0,No,Yes,10,Yes,No,No,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),106.46302941035171,941.3874463836434,Yes
ID3167,Male,0,Yes,No,2,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),70.39699894496505,123.18783508028255,No
ID3168,Female,0,Yes,Yes,21,Yes,No phone service,DSL,Yes,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),25.148006408052044,699.4500393909074,No
ID3169,Female,0,No,No,3,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,One year,Yes,Mailed check,91.8407710058886,256.2035582057713,No
ID3170,Male,0,No,Yes,7,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),31.900396350235845,207.84862801493406,Yes
ID3171,Male,0,Yes,Yes,13,Yes,No,No,No,No internet service,Yes,No,Yes,No internet service,Two year,No,Bank transfer (automatic),52.29908287514395,710.9902451322284,No
ID3172,Male,0,No,No,13,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,One year,No,Mailed check,102.44576165866405,1475.3359537419174,Yes
ID3173,Female,0,Yes,No,15,Yes,No phone service,No,No,Yes,Yes,No internet service,No,Yes,One year,Yes,Credit card (automatic),45.76473573230814,652.953143576569,No
ID3174,Male,0,Yes,Yes,31,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,111.45309738096738,3618.500530201673,No
ID3175,Female,0,Yes,Yes,63,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),99.52195026925325,6309.281039022712,No
ID3176,Female,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),114.81698891136945,1792.3041223612536,Yes
ID3177,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,28.485332467124984,1538.1873119608451,No
ID3178,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),47.46999080673338,875.7337207565433,No
ID3179,Male,0,Yes,Yes,68,Yes,No phone service,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,97.11813766459831,6577.132517068677,No
ID3180,Male,0,No,Yes,11,Yes,Yes,No,No,Yes,No,No,No internet service,No,Two year,Yes,Credit card (automatic),85.34459960844511,918.9904073470763,No
ID3181,Male,0,Yes,No,4,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),94.38741929998022,298.5413284747054,Yes
ID3182,Male,0,No,Yes,41,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,No,Electronic check,105.24312614280866,4216.187119227423,No
ID3183,Female,1,Yes,No,16,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),45.22468175009486,680.754381944446,No
ID3184,Female,0,No,No,71,No,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),115.23749555489076,8149.740952776697,No
ID3185,Female,0,Yes,No,9,No,Yes,No,No,No,No,No internet service,No internet service,No,Two year,Yes,Mailed check,93.94804187413732,785.6660243846786,No
ID3186,Male,0,Yes,Yes,15,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No,No,Two year,No,Credit card (automatic),112.78352007810379,1590.1450506984695,No
ID3187,Female,0,No,No,15,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),28.892828035908785,497.78395524028963,Yes
ID3188,Female,0,No,No,41,No,No,DSL,Yes,No,No,No internet service,No,Yes,One year,Yes,Mailed check,73.78799989285345,3194.8246819581877,No
ID3189,Female,0,No,No,2,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Two year,No,Credit card (automatic),99.63970566241166,398.1617921884,Yes
ID3190,Female,0,No,Yes,22,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,One year,No,Mailed check,26.92354044365593,658.1221744618105,No
ID3191,Female,0,No,Yes,27,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),66.54175397606001,1641.0878845791678,Yes
ID3192,Male,0,No,Yes,44,No,No phone service,No,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,97.76883959309457,4485.0976351052905,Yes
ID3193,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),22.939936159105272,1596.5960445662192,Yes
ID3194,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,89.75598827142852,2159.2383661026997,Yes
ID3195,Female,0,Yes,No,18,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,No internet service,Two year,No,Mailed check,114.84316406235027,2203.855157029606,No
